Key,Year,Level,Transmute,Good,GoodYear,ResolvedYear,GoodDisplayName,Quantity,IsSource
2015|Drake's +5 Staff of Focus|PYP||FALSE,2015,Legendary,Drake's +5 Staff of Focus,PYP,,2015,Ultra Rare,2,FALSE
2015|Drake's +5 Staff of Focus|Wish||FALSE,2015,Legendary,Drake's +5 Staff of Focus,Wish,,2015,Wish Ring,1,FALSE
"2016|Byr's Anointed Redoubt Plate|1,000 GP Gold Bar||FALSE",2016,Legendary,Byr's Anointed Redoubt Plate,"1,000 GP Gold Bar",,2016,"1,000 GP Gold Bar",25,FALSE
2016|Byr's Anointed Redoubt Plate|Alchemist's Ink||FALSE,2016,Legendary,Byr's Anointed Redoubt Plate,Alchemist's Ink,,2016,Alchemist's Ink,4,FALSE
2016|Byr's Anointed Redoubt Plate|Alchemist's Parchment||FALSE,2016,Legendary,Byr's Anointed Redoubt Plate,Alchemist's Parchment,,2016,Alchemist's Parchment,12,FALSE
2016|Byr's Anointed Redoubt Plate|Aragonite||FALSE,2016,Legendary,Byr's Anointed Redoubt Plate,Aragonite,,2016,Aragonite,4,FALSE
2016|Byr's Anointed Redoubt Plate|Darkwood Plank||FALSE,2016,Legendary,Byr's Anointed Redoubt Plate,Darkwood Plank,,2016,Darkwood Plank,12,FALSE
2016|Byr's Anointed Redoubt Plate|Dwarven Steel||FALSE,2016,Legendary,Byr's Anointed Redoubt Plate,Dwarven Steel,,2016,Dwarven Steel,16,FALSE
2016|Byr's Anointed Redoubt Plate|Elven Bismuth||FALSE,2016,Legendary,Byr's Anointed Redoubt Plate,Elven Bismuth,,2016,Elven Bismuth,2,FALSE
2016|Byr's Anointed Redoubt Plate|Enchanter's Munition||FALSE,2016,Legendary,Byr's Anointed Redoubt Plate,Enchanter's Munition,,2016,Enchanter's Munition,6,FALSE
2016|Byr's Anointed Redoubt Plate|Fleece||FALSE,2016,Legendary,Byr's Anointed Redoubt Plate,Fleece,,2016,Golden Fleece,1,FALSE
2016|Byr's Anointed Redoubt Plate|Minotaur Hide||FALSE,2016,Legendary,Byr's Anointed Redoubt Plate,Minotaur Hide,,2016,Minotaur Hide,6,FALSE
2016|Byr's Anointed Redoubt Plate|Mystic Silk||FALSE,2016,Legendary,Byr's Anointed Redoubt Plate,Mystic Silk,,2016,Mystic Silk,25,FALSE
2016|Byr's Anointed Redoubt Plate|Oil of Enchantment||FALSE,2016,Legendary,Byr's Anointed Redoubt Plate,Oil of Enchantment,,2016,Oil of Enchantment,3,FALSE
2016|Byr's Anointed Redoubt Plate|Philosopher's Stone||FALSE,2016,Legendary,Byr's Anointed Redoubt Plate,Philosopher's Stone,,2016,Philosopher's Stone,10,FALSE
2016|Byr's Anointed Redoubt Plate|PYP||FALSE,2016,Legendary,Byr's Anointed Redoubt Plate,PYP,,2016,Ultra Rare,2,FALSE
2016|Byr's Anointed Redoubt Plate|Wish||FALSE,2016,Legendary,Byr's Anointed Redoubt Plate,Wish,,2016,Wish Ring,1,FALSE
"2016|Drue's +5 Baton of Focus|1,000 GP Gold Bar||FALSE",2016,Legendary,Drue's +5 Baton of Focus,"1,000 GP Gold Bar",,2016,"1,000 GP Gold Bar",25,FALSE
2016|Drue's +5 Baton of Focus|Alchemist's Ink||FALSE,2016,Legendary,Drue's +5 Baton of Focus,Alchemist's Ink,,2016,Alchemist's Ink,8,FALSE
2016|Drue's +5 Baton of Focus|Alchemist's Parchment||FALSE,2016,Legendary,Drue's +5 Baton of Focus,Alchemist's Parchment,,2016,Alchemist's Parchment,10,FALSE
2016|Drue's +5 Baton of Focus|Aragonite||FALSE,2016,Legendary,Drue's +5 Baton of Focus,Aragonite,,2016,Aragonite,2,FALSE
2016|Drue's +5 Baton of Focus|Darkwood Plank||FALSE,2016,Legendary,Drue's +5 Baton of Focus,Darkwood Plank,,2016,Darkwood Plank,8,FALSE
2016|Drue's +5 Baton of Focus|Dwarven Steel||FALSE,2016,Legendary,Drue's +5 Baton of Focus,Dwarven Steel,,2016,Dwarven Steel,8,FALSE
2016|Drue's +5 Baton of Focus|Elven Bismuth||FALSE,2016,Legendary,Drue's +5 Baton of Focus,Elven Bismuth,,2016,Elven Bismuth,2,FALSE
2016|Drue's +5 Baton of Focus|Enchanter's Munition||FALSE,2016,Legendary,Drue's +5 Baton of Focus,Enchanter's Munition,,2016,Enchanter's Munition,2,FALSE
2016|Drue's +5 Baton of Focus|Fleece||FALSE,2016,Legendary,Drue's +5 Baton of Focus,Fleece,,2016,Golden Fleece,1,FALSE
2016|Drue's +5 Baton of Focus|Minotaur Hide||FALSE,2016,Legendary,Drue's +5 Baton of Focus,Minotaur Hide,,2016,Minotaur Hide,1,FALSE
2016|Drue's +5 Baton of Focus|Mystic Silk||FALSE,2016,Legendary,Drue's +5 Baton of Focus,Mystic Silk,,2016,Mystic Silk,25,FALSE
2016|Drue's +5 Baton of Focus|Oil of Enchantment||FALSE,2016,Legendary,Drue's +5 Baton of Focus,Oil of Enchantment,,2016,Oil of Enchantment,2,FALSE
2016|Drue's +5 Baton of Focus|Philosopher's Stone||FALSE,2016,Legendary,Drue's +5 Baton of Focus,Philosopher's Stone,,2016,Philosopher's Stone,8,FALSE
2016|Drue's +5 Baton of Focus|PYP||FALSE,2016,Legendary,Drue's +5 Baton of Focus,PYP,,2016,Ultra Rare,2,FALSE
2016|Drue's +5 Baton of Focus|Wish||FALSE,2016,Legendary,Drue's +5 Baton of Focus,Wish,,2016,Wish Ring,1,FALSE
"2016|Sill's Anointed Redoubt Mail|1,000 GP Gold Bar||FALSE",2016,Legendary,Sill's Anointed Redoubt Mail,"1,000 GP Gold Bar",,2016,"1,000 GP Gold Bar",25,FALSE
2016|Sill's Anointed Redoubt Mail|Alchemist's Ink||FALSE,2016,Legendary,Sill's Anointed Redoubt Mail,Alchemist's Ink,,2016,Alchemist's Ink,4,FALSE
2016|Sill's Anointed Redoubt Mail|Alchemist's Parchment||FALSE,2016,Legendary,Sill's Anointed Redoubt Mail,Alchemist's Parchment,,2016,Alchemist's Parchment,12,FALSE
2016|Sill's Anointed Redoubt Mail|Aragonite||FALSE,2016,Legendary,Sill's Anointed Redoubt Mail,Aragonite,,2016,Aragonite,3,FALSE
2016|Sill's Anointed Redoubt Mail|Darkwood Plank||FALSE,2016,Legendary,Sill's Anointed Redoubt Mail,Darkwood Plank,,2016,Darkwood Plank,16,FALSE
2016|Sill's Anointed Redoubt Mail|Dwarven Steel||FALSE,2016,Legendary,Sill's Anointed Redoubt Mail,Dwarven Steel,,2016,Dwarven Steel,16,FALSE
2016|Sill's Anointed Redoubt Mail|Elven Bismuth||FALSE,2016,Legendary,Sill's Anointed Redoubt Mail,Elven Bismuth,,2016,Elven Bismuth,3,FALSE
2016|Sill's Anointed Redoubt Mail|Enchanter's Munition||FALSE,2016,Legendary,Sill's Anointed Redoubt Mail,Enchanter's Munition,,2016,Enchanter's Munition,6,FALSE
2016|Sill's Anointed Redoubt Mail|Fleece||FALSE,2016,Legendary,Sill's Anointed Redoubt Mail,Fleece,,2016,Golden Fleece,1,FALSE
2016|Sill's Anointed Redoubt Mail|Minotaur Hide||FALSE,2016,Legendary,Sill's Anointed Redoubt Mail,Minotaur Hide,,2016,Minotaur Hide,6,FALSE
2016|Sill's Anointed Redoubt Mail|Mystic Silk||FALSE,2016,Legendary,Sill's Anointed Redoubt Mail,Mystic Silk,,2016,Mystic Silk,25,FALSE
2016|Sill's Anointed Redoubt Mail|Oil of Enchantment||FALSE,2016,Legendary,Sill's Anointed Redoubt Mail,Oil of Enchantment,,2016,Oil of Enchantment,2,FALSE
2016|Sill's Anointed Redoubt Mail|Philosopher's Stone||FALSE,2016,Legendary,Sill's Anointed Redoubt Mail,Philosopher's Stone,,2016,Philosopher's Stone,10,FALSE
2016|Sill's Anointed Redoubt Mail|PYP||FALSE,2016,Legendary,Sill's Anointed Redoubt Mail,PYP,,2016,Ultra Rare,2,FALSE
2016|Sill's Anointed Redoubt Mail|Wish||FALSE,2016,Legendary,Sill's Anointed Redoubt Mail,Wish,,2016,Wish Ring,1,FALSE
"2017|Aron's Sunhide Robe|1,000 GP Gold Bar||FALSE",2017,Legendary,Aron's Sunhide Robe,"1,000 GP Gold Bar",,2017,"1,000 GP Gold Bar",25,FALSE
2017|Aron's Sunhide Robe|Alchemist's Ink||FALSE,2017,Legendary,Aron's Sunhide Robe,Alchemist's Ink,,2017,Alchemist's Ink,10,FALSE
2017|Aron's Sunhide Robe|Alchemist's Parchment||FALSE,2017,Legendary,Aron's Sunhide Robe,Alchemist's Parchment,,2017,Alchemist's Parchment,16,FALSE
2017|Aron's Sunhide Robe|Aragonite||FALSE,2017,Legendary,Aron's Sunhide Robe,Aragonite,,2017,Aragonite,2,FALSE
2017|Aron's Sunhide Robe|Darkwood Plank||FALSE,2017,Legendary,Aron's Sunhide Robe,Darkwood Plank,,2017,Darkwood Plank,5,FALSE
2017|Aron's Sunhide Robe|Dwarven Steel||FALSE,2017,Legendary,Aron's Sunhide Robe,Dwarven Steel,,2017,Dwarven Steel,5,FALSE
2017|Aron's Sunhide Robe|Elven Bismuth||FALSE,2017,Legendary,Aron's Sunhide Robe,Elven Bismuth,,2017,Elven Bismuth,2,FALSE
2017|Aron's Sunhide Robe|Enchanter's Munition||FALSE,2017,Legendary,Aron's Sunhide Robe,Enchanter's Munition,,2017,Enchanter's Munition,2,FALSE
2017|Aron's Sunhide Robe|Fleece||FALSE,2017,Legendary,Aron's Sunhide Robe,Fleece,,2017,Golden Fleece,1,FALSE
2017|Aron's Sunhide Robe|Minotaur Hide||FALSE,2017,Legendary,Aron's Sunhide Robe,Minotaur Hide,,2017,Minotaur Hide,1,FALSE
2017|Aron's Sunhide Robe|Mystic Silk||FALSE,2017,Legendary,Aron's Sunhide Robe,Mystic Silk,,2017,Mystic Silk,20,FALSE
2017|Aron's Sunhide Robe|Oil of Enchantment||FALSE,2017,Legendary,Aron's Sunhide Robe,Oil of Enchantment,,2017,Oil of Enchantment,2,FALSE
2017|Aron's Sunhide Robe|Philosopher's Stone||FALSE,2017,Legendary,Aron's Sunhide Robe,Philosopher's Stone,,2017,Philosopher's Stone,13,FALSE
2017|Aron's Sunhide Robe|PYP||FALSE,2017,Legendary,Aron's Sunhide Robe,PYP,,2017,Ultra Rare,1,FALSE
2017|Aron's Sunhide Robe|Wish||FALSE,2017,Legendary,Aron's Sunhide Robe,Wish,,2017,Wish Ring,1,FALSE
"2017|Giln's Redoubt Shield|1,000 GP Gold Bar||FALSE",2017,Legendary,Giln's Redoubt Shield,"1,000 GP Gold Bar",,2017,"1,000 GP Gold Bar",25,FALSE
2017|Giln's Redoubt Shield|Alchemist's Ink||FALSE,2017,Legendary,Giln's Redoubt Shield,Alchemist's Ink,,2017,Alchemist's Ink,4,FALSE
2017|Giln's Redoubt Shield|Alchemist's Parchment||FALSE,2017,Legendary,Giln's Redoubt Shield,Alchemist's Parchment,,2017,Alchemist's Parchment,10,FALSE
2017|Giln's Redoubt Shield|Aragonite||FALSE,2017,Legendary,Giln's Redoubt Shield,Aragonite,,2017,Aragonite,4,FALSE
2017|Giln's Redoubt Shield|Darkwood Plank||FALSE,2017,Legendary,Giln's Redoubt Shield,Darkwood Plank,,2017,Darkwood Plank,10,FALSE
2017|Giln's Redoubt Shield|Dwarven Steel||FALSE,2017,Legendary,Giln's Redoubt Shield,Dwarven Steel,,2017,Dwarven Steel,14,FALSE
2017|Giln's Redoubt Shield|Elven Bismuth||FALSE,2017,Legendary,Giln's Redoubt Shield,Elven Bismuth,,2017,Elven Bismuth,2,FALSE
2017|Giln's Redoubt Shield|Enchanter's Munition||FALSE,2017,Legendary,Giln's Redoubt Shield,Enchanter's Munition,,2017,Enchanter's Munition,6,FALSE
2017|Giln's Redoubt Shield|Fleece||FALSE,2017,Legendary,Giln's Redoubt Shield,Fleece,,2017,Golden Fleece,1,FALSE
2017|Giln's Redoubt Shield|Minotaur Hide||FALSE,2017,Legendary,Giln's Redoubt Shield,Minotaur Hide,,2017,Minotaur Hide,6,FALSE
2017|Giln's Redoubt Shield|Mystic Silk||FALSE,2017,Legendary,Giln's Redoubt Shield,Mystic Silk,,2017,Mystic Silk,20,FALSE
2017|Giln's Redoubt Shield|Oil of Enchantment||FALSE,2017,Legendary,Giln's Redoubt Shield,Oil of Enchantment,,2017,Oil of Enchantment,3,FALSE
2017|Giln's Redoubt Shield|Philosopher's Stone||FALSE,2017,Legendary,Giln's Redoubt Shield,Philosopher's Stone,,2017,Philosopher's Stone,10,FALSE
2017|Giln's Redoubt Shield|PYP||FALSE,2017,Legendary,Giln's Redoubt Shield,PYP,,2017,Ultra Rare,2,FALSE
2017|Giln's Redoubt Shield|Wish||FALSE,2017,Legendary,Giln's Redoubt Shield,Wish,,2017,Wish Ring,1,FALSE
"2018|Pern's Redoubt Helm|1,000 GP Gold Bar||FALSE",2018,Legendary,Pern's Redoubt Helm,"1,000 GP Gold Bar",,2018,"1,000 GP Gold Bar",25,FALSE
2018|Pern's Redoubt Helm|Alchemist's Ink||FALSE,2018,Legendary,Pern's Redoubt Helm,Alchemist's Ink,,2018,Alchemist's Ink,4,FALSE
2018|Pern's Redoubt Helm|Alchemist's Parchment||FALSE,2018,Legendary,Pern's Redoubt Helm,Alchemist's Parchment,,2018,Alchemist's Parchment,10,FALSE
2018|Pern's Redoubt Helm|Aragonite||FALSE,2018,Legendary,Pern's Redoubt Helm,Aragonite,,2018,Aragonite,4,FALSE
2018|Pern's Redoubt Helm|Darkwood Plank||FALSE,2018,Legendary,Pern's Redoubt Helm,Darkwood Plank,,2018,Darkwood Plank,10,FALSE
2018|Pern's Redoubt Helm|Dwarven Steel||FALSE,2018,Legendary,Pern's Redoubt Helm,Dwarven Steel,,2018,Dwarven Steel,12,FALSE
2018|Pern's Redoubt Helm|Elven Bismuth||FALSE,2018,Legendary,Pern's Redoubt Helm,Elven Bismuth,,2018,Elven Bismuth,2,FALSE
2018|Pern's Redoubt Helm|Enchanter's Munition||FALSE,2018,Legendary,Pern's Redoubt Helm,Enchanter's Munition,,2018,Enchanter's Munition,6,FALSE
2018|Pern's Redoubt Helm|Fleece||FALSE,2018,Legendary,Pern's Redoubt Helm,Fleece,,2018,Golden Fleece,2,FALSE
2018|Pern's Redoubt Helm|Minotaur Hide||FALSE,2018,Legendary,Pern's Redoubt Helm,Minotaur Hide,,2018,Minotaur Hide,6,FALSE
2018|Pern's Redoubt Helm|Mystic Silk||FALSE,2018,Legendary,Pern's Redoubt Helm,Mystic Silk,,2018,Mystic Silk,20,FALSE
2018|Pern's Redoubt Helm|Oil of Enchantment||FALSE,2018,Legendary,Pern's Redoubt Helm,Oil of Enchantment,,2018,Oil of Enchantment,3,FALSE
2018|Pern's Redoubt Helm|Philosopher's Stone||FALSE,2018,Legendary,Pern's Redoubt Helm,Philosopher's Stone,,2018,Philosopher's Stone,10,FALSE
2018|Pern's Redoubt Helm|PYP||FALSE,2018,Legendary,Pern's Redoubt Helm,PYP,,2018,Ultra Rare,2,FALSE
2018|Pern's Redoubt Helm|Wish||FALSE,2018,Legendary,Pern's Redoubt Helm,Wish,,2018,Wish Ring,1,FALSE
"2018|Thor's +5 Returning Hammer of Smiting|1,000 GP Gold Bar||FALSE",2018,Legendary,Thor's +5 Returning Hammer of Smiting,"1,000 GP Gold Bar",,2018,"1,000 GP Gold Bar",25,FALSE
2018|Thor's +5 Returning Hammer of Smiting|Alchemist's Ink||FALSE,2018,Legendary,Thor's +5 Returning Hammer of Smiting,Alchemist's Ink,,2018,Alchemist's Ink,4,FALSE
2018|Thor's +5 Returning Hammer of Smiting|Alchemist's Parchment||FALSE,2018,Legendary,Thor's +5 Returning Hammer of Smiting,Alchemist's Parchment,,2018,Alchemist's Parchment,12,FALSE
2018|Thor's +5 Returning Hammer of Smiting|Aragonite||FALSE,2018,Legendary,Thor's +5 Returning Hammer of Smiting,Aragonite,,2018,Aragonite,4,FALSE
2018|Thor's +5 Returning Hammer of Smiting|Darkwood Plank||FALSE,2018,Legendary,Thor's +5 Returning Hammer of Smiting,Darkwood Plank,,2018,Darkwood Plank,18,FALSE
2018|Thor's +5 Returning Hammer of Smiting|Dwarven Steel||FALSE,2018,Legendary,Thor's +5 Returning Hammer of Smiting,Dwarven Steel,,2018,Dwarven Steel,24,FALSE
2018|Thor's +5 Returning Hammer of Smiting|Elven Bismuth||FALSE,2018,Legendary,Thor's +5 Returning Hammer of Smiting,Elven Bismuth,,2018,Elven Bismuth,3,FALSE
2018|Thor's +5 Returning Hammer of Smiting|Enchanter's Munition||FALSE,2018,Legendary,Thor's +5 Returning Hammer of Smiting,Enchanter's Munition,,2018,Enchanter's Munition,2,FALSE
2018|Thor's +5 Returning Hammer of Smiting|Fleece||FALSE,2018,Legendary,Thor's +5 Returning Hammer of Smiting,Fleece,,2018,Golden Fleece,2,FALSE
2018|Thor's +5 Returning Hammer of Smiting|Minotaur Hide||FALSE,2018,Legendary,Thor's +5 Returning Hammer of Smiting,Minotaur Hide,,2018,Minotaur Hide,6,FALSE
2018|Thor's +5 Returning Hammer of Smiting|Mystic Silk||FALSE,2018,Legendary,Thor's +5 Returning Hammer of Smiting,Mystic Silk,,2018,Mystic Silk,4,FALSE
2018|Thor's +5 Returning Hammer of Smiting|Oil of Enchantment||FALSE,2018,Legendary,Thor's +5 Returning Hammer of Smiting,Oil of Enchantment,,2018,Oil of Enchantment,2,FALSE
2018|Thor's +5 Returning Hammer of Smiting|Philosopher's Stone||FALSE,2018,Legendary,Thor's +5 Returning Hammer of Smiting,Philosopher's Stone,,2018,Philosopher's Stone,6,FALSE
2018|Thor's +5 Returning Hammer of Smiting|PYP||FALSE,2018,Legendary,Thor's +5 Returning Hammer of Smiting,PYP,,2018,Ultra Rare,2,FALSE
2018|Thor's +5 Returning Hammer of Smiting|Wish||FALSE,2018,Legendary,Thor's +5 Returning Hammer of Smiting,Wish,,2018,Wish Ring,1,FALSE
2019|Kilt of Dungeonbane|PYP||FALSE,2019,Eldritch,Kilt of Dungeonbane,PYP,,2019,Ultra Rare,3,FALSE
2019|Kilt of Dungeonbane|Alchemist's Ink||FALSE,2019,Eldritch,Kilt of Dungeonbane,Alchemist's Ink,,2019,Alchemist's Ink,1,FALSE
2019|Kilt of Dungeonbane|Alchemist's Parchment||FALSE,2019,Eldritch,Kilt of Dungeonbane,Alchemist's Parchment,,2019,Alchemist's Parchment,1,FALSE
2019|Kilt of Dungeonbane|Aragonite||FALSE,2019,Eldritch,Kilt of Dungeonbane,Aragonite,,2019,Aragonite,1,FALSE
2019|Kilt of Dungeonbane|Darkwood Plank||FALSE,2019,Eldritch,Kilt of Dungeonbane,Darkwood Plank,,2019,Darkwood Plank,1,FALSE
2019|Kilt of Dungeonbane|Dwarven Steel||FALSE,2019,Eldritch,Kilt of Dungeonbane,Dwarven Steel,,2019,Dwarven Steel,1,FALSE
2019|Kilt of Dungeonbane|Elven Bismuth||FALSE,2019,Eldritch,Kilt of Dungeonbane,Elven Bismuth,,2019,Elven Bismuth,1,FALSE
2019|Kilt of Dungeonbane|Enchanter's Munition||FALSE,2019,Eldritch,Kilt of Dungeonbane,Enchanter's Munition,,2019,Enchanter's Munition,1,FALSE
2019|Kilt of Dungeonbane|Fleece||FALSE,2019,Eldritch,Kilt of Dungeonbane,Fleece,,2019,Golden Fleece,1,FALSE
2019|Kilt of Dungeonbane|Minotaur Hide||FALSE,2019,Eldritch,Kilt of Dungeonbane,Minotaur Hide,,2019,Minotaur Hide,1,FALSE
2019|Kilt of Dungeonbane|Mystic Silk||FALSE,2019,Eldritch,Kilt of Dungeonbane,Mystic Silk,,2019,Mystic Silk,1,FALSE
2019|Kilt of Dungeonbane|Oil of Enchantment||FALSE,2019,Eldritch,Kilt of Dungeonbane,Oil of Enchantment,,2019,Oil of Enchantment,1,FALSE
2019|Kilt of Dungeonbane|Philosopher's Stone||FALSE,2019,Eldritch,Kilt of Dungeonbane,Philosopher's Stone,,2019,Philosopher's Stone,1,FALSE
2019|Belt of Ogre Mage Power|Monster Trophy||FALSE,2019,Exalted,Belt of Ogre Mage Power,Monster Trophy,,2019,Monster Trophy,1,FALSE
2019|Belt of Ogre Mage Power|Mystic Silk||FALSE,2019,Exalted,Belt of Ogre Mage Power,Mystic Silk,,2019,Mystic Silk,10,FALSE
"2019|Belt of Ogre Mage Power|1,000 GP Gold Bar||FALSE",2019,Exalted,Belt of Ogre Mage Power,"1,000 GP Gold Bar",,2019,"1,000 GP Gold Bar",1,FALSE
2019|Charm of Treasure Boosting|Dwarven Steel||FALSE,2019,Exalted,Charm of Treasure Boosting,Dwarven Steel,,2019,Dwarven Steel,1,FALSE
2019|Charm of Treasure Boosting|Monster Trophy||FALSE,2019,Exalted,Charm of Treasure Boosting,Monster Trophy,,2019,Monster Trophy,4,FALSE
2019|Charm of Treasure Boosting|Minotaur Hide||FALSE,2019,Exalted,Charm of Treasure Boosting,Minotaur Hide,,2019,Minotaur Hide,1,FALSE
2019|Charm of Treasure Boosting|Philosopher's Stone||FALSE,2019,Exalted,Charm of Treasure Boosting,Philosopher's Stone,,2019,Philosopher's Stone,1,FALSE
2019|Enchanter's Whetstone|Aragonite||FALSE,2019,Exalted,Enchanter's Whetstone,Aragonite,,2019,Aragonite,1,FALSE
2019|Enchanter's Whetstone|Dwarven Steel||FALSE,2019,Exalted,Enchanter's Whetstone,Dwarven Steel,,2019,Dwarven Steel,5,FALSE
2019|Enchanter's Whetstone|Monster Trophy||FALSE,2019,Exalted,Enchanter's Whetstone,Monster Trophy,,2019,Monster Trophy,1,FALSE
2019|Widseth's Legendary Lute|Lute of Free Fury||TRUE,2019,Legendary,Widseth's Legendary Lute,Lute of Free Fury,,2019,Lute of Free Fury (transmute),1,TRUE
2019|Widseth's Legendary Lute|PYP||FALSE,2019,Legendary,Widseth's Legendary Lute,PYP,,2019,Ultra Rare,2,FALSE
2019|Widseth's Legendary Lute|Alchemist's Ink||FALSE,2019,Legendary,Widseth's Legendary Lute,Alchemist's Ink,,2019,Alchemist's Ink,10,FALSE
2019|Widseth's Legendary Lute|Alchemist's Parchment||FALSE,2019,Legendary,Widseth's Legendary Lute,Alchemist's Parchment,,2019,Alchemist's Parchment,5,FALSE
2019|Widseth's Legendary Lute|Aragonite||FALSE,2019,Legendary,Widseth's Legendary Lute,Aragonite,,2019,Aragonite,2,FALSE
2019|Widseth's Legendary Lute|Darkwood Plank||FALSE,2019,Legendary,Widseth's Legendary Lute,Darkwood Plank,,2019,Darkwood Plank,20,FALSE
2019|Widseth's Legendary Lute|Dwarven Steel||FALSE,2019,Legendary,Widseth's Legendary Lute,Dwarven Steel,,2019,Dwarven Steel,8,FALSE
2019|Widseth's Legendary Lute|Elven Bismuth||FALSE,2019,Legendary,Widseth's Legendary Lute,Elven Bismuth,,2019,Elven Bismuth,2,FALSE
2019|Widseth's Legendary Lute|Enchanter's Munition||FALSE,2019,Legendary,Widseth's Legendary Lute,Enchanter's Munition,,2019,Enchanter's Munition,10,FALSE
2019|Widseth's Legendary Lute|Fleece||FALSE,2019,Legendary,Widseth's Legendary Lute,Fleece,,2019,Golden Fleece,2,FALSE
2019|Widseth's Legendary Lute|Minotaur Hide||FALSE,2019,Legendary,Widseth's Legendary Lute,Minotaur Hide,,2019,Minotaur Hide,1,FALSE
2019|Widseth's Legendary Lute|Mystic Silk||FALSE,2019,Legendary,Widseth's Legendary Lute,Mystic Silk,,2019,Mystic Silk,15,FALSE
2019|Widseth's Legendary Lute|Oil of Enchantment||FALSE,2019,Legendary,Widseth's Legendary Lute,Oil of Enchantment,,2019,Oil of Enchantment,2,FALSE
2019|Widseth's Legendary Lute|Philosopher's Stone||FALSE,2019,Legendary,Widseth's Legendary Lute,Philosopher's Stone,,2019,Philosopher's Stone,15,FALSE
"2019|Widseth's Legendary Lute|1,000 GP Gold Bar||FALSE",2019,Legendary,Widseth's Legendary Lute,"1,000 GP Gold Bar",,2019,"1,000 GP Gold Bar",25,FALSE
2019|Widseth's Legendary Lute|Wish||FALSE,2019,Legendary,Widseth's Legendary Lute,Wish,,2019,Wish Ring,1,FALSE
2019|Raphiel's Sneaky Necklace|PYP||FALSE,2019,Legendary,Raphiel's Sneaky Necklace,PYP,,2019,Ultra Rare,2,FALSE
2019|Raphiel's Sneaky Necklace|Alchemist's Ink||FALSE,2019,Legendary,Raphiel's Sneaky Necklace,Alchemist's Ink,,2019,Alchemist's Ink,10,FALSE
2019|Raphiel's Sneaky Necklace|Alchemist's Parchment||FALSE,2019,Legendary,Raphiel's Sneaky Necklace,Alchemist's Parchment,,2019,Alchemist's Parchment,5,FALSE
2019|Raphiel's Sneaky Necklace|Aragonite||FALSE,2019,Legendary,Raphiel's Sneaky Necklace,Aragonite,,2019,Aragonite,2,FALSE
2019|Raphiel's Sneaky Necklace|Darkwood Plank||FALSE,2019,Legendary,Raphiel's Sneaky Necklace,Darkwood Plank,,2019,Darkwood Plank,20,FALSE
2019|Raphiel's Sneaky Necklace|Dwarven Steel||FALSE,2019,Legendary,Raphiel's Sneaky Necklace,Dwarven Steel,,2019,Dwarven Steel,8,FALSE
2019|Raphiel's Sneaky Necklace|Elven Bismuth||FALSE,2019,Legendary,Raphiel's Sneaky Necklace,Elven Bismuth,,2019,Elven Bismuth,2,FALSE
2019|Raphiel's Sneaky Necklace|Enchanter's Munition||FALSE,2019,Legendary,Raphiel's Sneaky Necklace,Enchanter's Munition,,2019,Enchanter's Munition,10,FALSE
2019|Raphiel's Sneaky Necklace|Fleece||FALSE,2019,Legendary,Raphiel's Sneaky Necklace,Fleece,,2019,Golden Fleece,2,FALSE
2019|Raphiel's Sneaky Necklace|Minotaur Hide||FALSE,2019,Legendary,Raphiel's Sneaky Necklace,Minotaur Hide,,2019,Minotaur Hide,4,FALSE
2019|Raphiel's Sneaky Necklace|Mystic Silk||FALSE,2019,Legendary,Raphiel's Sneaky Necklace,Mystic Silk,,2019,Mystic Silk,15,FALSE
2019|Raphiel's Sneaky Necklace|Oil of Enchantment||FALSE,2019,Legendary,Raphiel's Sneaky Necklace,Oil of Enchantment,,2019,Oil of Enchantment,2,FALSE
2019|Raphiel's Sneaky Necklace|Philosopher's Stone||FALSE,2019,Legendary,Raphiel's Sneaky Necklace,Philosopher's Stone,,2019,Philosopher's Stone,15,FALSE
"2019|Raphiel's Sneaky Necklace|1,000 GP Gold Bar||FALSE",2019,Legendary,Raphiel's Sneaky Necklace,"1,000 GP Gold Bar",,2019,"1,000 GP Gold Bar",25,FALSE
2019|Raphiel's Sneaky Necklace|Wish||FALSE,2019,Legendary,Raphiel's Sneaky Necklace,Wish,,2019,Wish Ring,1,FALSE
2019|Raphiel's Sneaky Necklace|Necklace of the Sneak||TRUE,2019,Legendary,Raphiel's Sneaky Necklace,Necklace of the Sneak,,2019,Necklace of the Sneak (transmute),1,TRUE
2019|Iktomi's Shaper Necklace|PYP||FALSE,2019,Legendary,Iktomi's Shaper Necklace,PYP,,2019,Ultra Rare,2,FALSE
